day,stage,bib,rank,time,bonus,penalty,start_location,start_country_code,start_country_name,start_region,finish_location,finish_country_code,finish_country_name,finish_region,length,type,rider,team,dob,rider_country_code,rider_country_name,rider_region,team_country_code,team_country_name,team_region
2025-07-25,20,212,30,15193,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Jenno Berckmoes,LOTTO,2001-02-04,BEL,Belgium,Europe,BEL,Belgium,Europe
2025-07-25,20,17,31,15193,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Wout Van Aert,TEAM VISMA | LEASE A BIKE,1994-09-15,BEL,Belgium,Europe,NED,"Netherlands, Kingdom of the",Europe
2025-07-25,20,1,32,15193,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Tadej Pogacar,UAE TEAM EMIRATES XRG,1998-09-21,SLO,Slovenia,Europe,UAE,United Arab Emirates,Asia
2025-07-25,20,76,33,15193,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Mick Van Dijke,RED BULL - BORA - HANSGROHE,2000-03-15,NED,"Netherlands, Kingdom of the",Europe,GER,Germany,Europe
2025-07-25,20,11,34,15193,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Jonas Vingegaard,TEAM VISMA | LEASE A BIKE,1996-12-10,DEN,Denmark,Europe,NED,"Netherlands, Kingdom of the",Europe
2025-07-25,20,71,35,15193,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Primoz Roglic,RED BULL - BORA - HANSGROHE,1989-10-29,SLO,Slovenia,Europe,GER,Germany,Europe
2025-07-25,20,18,36,15193,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Simon Yates,TEAM VISMA | LEASE A BIKE,1992-08-07,GBR,United Kingdom of Great Britain and Northern Ireland,Europe,NED,"Netherlands, Kingdom of the",Europe
2025-07-25,20,137,37,15193,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Cristian Rodriguez,ARKEA-B&B HOTELS,1995-03-03,ESP,Spain,Europe,FRA,France,Europe
2025-07-25,20,164,38,15193,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Ion Izagirre,COFIDIS,1989-02-04,ESP,Spain,Europe,FRA,France,Europe
2025-07-25,20,135,39,15193,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Raul Garcia Pierna,ARKEA-B&B HOTELS,2001-02-23,ESP,Spain,Europe,FRA,France,Europe
2025-07-25,20,28,40,15193,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Ilan Van Wilder,SOUDAL QUICK-STEP,2000-05-14,BEL,Belgium,Europe,BEL,Belgium,Europe
2025-07-25,20,33,41,15193,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Kasper Asgreen,EF EDUCATION - EASYPOST,1995-02-08,DEN,Denmark,Europe,USA,United States of America,North America
2025-07-25,20,176,42,15193,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Sergio Higuita,XDS ASTANA TEAM,1997-08-01,COL,Colombia,South America,KAZ,Kazakhstan,Asia
2025-07-25,20,95,43,15193,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Valentin Madouas,GROUPAMA-FDJ,1996-07-12,FRA,France,Europe,FRA,France,Europe
2025-07-25,20,191,44,15193,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Oscar Onley,TEAM PICNIC POSTNL,2002-10-13,GBR,United Kingdom of Great Britain and Northern Ireland,Europe,NED,"Netherlands, Kingdom of the",Europe
2025-07-25,20,155,45,15193,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Oliver Naesen,DECATHLON AG2R LA MONDIALE TEAM,1990-09-16,BEL,Belgium,Europe,FRA,France,Europe
2025-07-25,20,158,46,15193,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Bastien Tronchon,DECATHLON AG2R LA MONDIALE TEAM,2002-03-29,FRA,France,Europe,FRA,France,Europe
2025-07-25,20,151,47,15193,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Félix Gall,DECATHLON AG2R LA MONDIALE TEAM,1998-02-27,AUT,Austria,Europe,FRA,France,Europe
2025-07-25,20,25,48,15193,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Valentin Paret Peintre,SOUDAL QUICK-STEP,2001-01-14,FRA,France,Europe,BEL,Belgium,Europe
2025-07-25,20,166,49,15193,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Dylan Teuns,COFIDIS,1992-03-01,BEL,Belgium,Europe,FRA,France,Europe
2025-07-25,20,227,50,15193,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Andreas Leknessund,UNO-X MOBILITY,1999-05-21,NOR,Norway,Europe,NOR,Norway,Europe
2025-07-25,20,183,51,15193,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Alexandre Delettre,TOTALENERGIES,1997-10-25,FRA,France,Europe,FRA,France,Europe
2025-07-25,20,116,52,15193,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Marius Mayrhofer,TUDOR PRO CYCLING TEAM,2000-09-18,GER,Germany,Europe,SUI,Switzerland,Europe
2025-07-25,20,114,53,15193,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Marc Hirschi,TUDOR PRO CYCLING TEAM,1998-08-24,SUI,Switzerland,Europe,SUI,Switzerland,Europe
2025-07-25,20,146,54,15193,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Gregor Mühlberger,MOVISTAR TEAM,1994-04-04,AUT,Austria,Europe,ESP,Spain,Europe
2025-07-25,20,195,55,15193,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Tobias Lund Andresen,TEAM PICNIC POSTNL,2002-02-08,DEN,Denmark,Europe,NED,"Netherlands, Kingdom of the",Europe
2025-07-25,20,121,56,15193,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Ben O'Connor,TEAM JAYCO ALULA,1995-11-25,AUS,Australia,Oceania,AUS,Australia,Oceania
2025-07-25,20,62,57,15193,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Thymen Arensman,INEOS GRENADIERS,1999-12-04,NED,"Netherlands, Kingdom of the",Europe,GBR,United Kingdom of Great Britain and Northern Ireland,Europe
2025-07-25,20,86,58,15193,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Toms Skujins,LIDL-TREK,1991-06-15,LAT,Latvia,Europe,USA,United States of America,North America
2025-07-25,20,87,59,15193,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Jasper Stuyven,LIDL-TREK,1992-04-17,BEL,Belgium,Europe,USA,United States of America,North America
2025-07-25,20,65,60,15193,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Axel Laurance,INEOS GRENADIERS,2001-04-13,FRA,France,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,Europe
2025-07-25,20,203,61,15193,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Joseph Blackmore,ISRAEL - PREMIER TECH,2003-02-23,GBR,United Kingdom of Great Britain and Northern Ireland,Europe,ISR,Israel,Asia
2025-07-25,20,4,62,15193,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Nils Politt,UAE TEAM EMIRATES XRG,1994-03-06,GER,Germany,Europe,UAE,United Arab Emirates,Asia
2025-07-25,20,156,63,15193,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Aurélien Paret Peintre,DECATHLON AG2R LA MONDIALE TEAM,1996-02-27,FRA,France,Europe,FRA,France,Europe
2025-07-25,20,161,64,15193,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Emanuel Buchmann,COFIDIS,1992-11-18,GER,Germany,Europe,FRA,France,Europe
2025-07-25,20,63,65,15193,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Tobias Foss,INEOS GRENADIERS,1997-05-25,NOR,Norway,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,Europe
2025-07-25,20,68,66,15193,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Samuel Watson,INEOS GRENADIERS,2001-09-24,GBR,United Kingdom of Great Britain and Northern Ireland,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,Europe
2025-07-25,20,148,67,15193,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Einer Rubio Reyes,MOVISTAR TEAM,1998-02-22,COL,Colombia,South America,ESP,Spain,Europe
2025-07-25,20,117,68,15193,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Michael Storer,TUDOR PRO CYCLING TEAM,1997-02-28,AUS,Australia,Oceania,SUI,Switzerland,Europe
2025-07-25,20,91,69,15193,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Guillaume Martin Guyonnet,GROUPAMA-FDJ,1993-06-09,FRA,France,Europe,FRA,France,Europe
2025-07-25,20,201,70,15193,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Michael Woods,ISRAEL - PREMIER TECH,1986-10-12,CAN,Canada,North America,ISR,Israel,Asia
2025-07-25,20,226,71,15193,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Anders Johannessen,UNO-X MOBILITY,1999-08-23,NOR,Norway,Europe,NOR,Norway,Europe
2025-07-25,20,6,72,15193,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Marc Soler,UAE TEAM EMIRATES XRG,1993-11-22,ESP,Spain,Europe,UAE,United Arab Emirates,Asia
2025-07-25,20,3,73,15193,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Jhonatan Narvaez,UAE TEAM EMIRATES XRG,1997-03-04,ECU,Ecuador,South America,UAE,United Arab Emirates,Asia
2025-07-25,20,128,74,15193,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Mauro Schmid,TEAM JAYCO ALULA,1999-12-04,SUI,Switzerland,Europe,AUS,Australia,Oceania
2025-07-25,20,138,75,15193,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Clément Venturini,ARKEA-B&B HOTELS,1993-10-16,FRA,France,Europe,FRA,France,Europe
2025-07-25,20,168,76,15193,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Damien Touze,COFIDIS,1996-07-07,FRA,France,Europe,FRA,France,Europe
2025-07-25,20,152,77,15440,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Bruno Armirail,DECATHLON AG2R LA MONDIALE TEAM,1994-04-11,FRA,France,Europe,FRA,France,Europe
2025-07-25,20,98,78,15566,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Clément Russo,GROUPAMA-FDJ,1995-01-20,FRA,France,Europe,FRA,France,Europe
2025-07-25,20,92,79,15566,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Lewis Askey,GROUPAMA-FDJ,2001-05-04,GBR,United Kingdom of Great Britain and Northern Ireland,Europe,FRA,France,Europe
2025-07-25,20,34,80,15566,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Alex Baudin,EF EDUCATION - EASYPOST,2001-05-25,FRA,France,Europe,USA,United States of America,North America
2025-07-25,20,197,81,15566,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Tim Naberman,TEAM PICNIC POSTNL,1999-05-11,NED,"Netherlands, Kingdom of the",Europe,NED,"Netherlands, Kingdom of the",Europe
2025-07-25,20,192,82,15566,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Warren Barguil,TEAM PICNIC POSTNL,1991-10-28,FRA,France,Europe,NED,"Netherlands, Kingdom of the",Europe
2025-07-25,20,162,83,15566,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Alex Aranburu,COFIDIS,1995-09-19,ESP,Spain,Europe,FRA,France,Europe
2025-07-25,20,207,84,15566,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Krists Neilands,ISRAEL - PREMIER TECH,1994-08-18,LAT,Latvia,Europe,ISR,Israel,Asia
2025-07-25,20,214,85,15566,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Jarrad Drizners,LOTTO,1999-05-31,AUS,Australia,Oceania,BEL,Belgium,Europe
2025-07-25,20,218,86,15566,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Brent Van Moer,LOTTO,1998-01-12,BEL,Belgium,Europe,BEL,Belgium,Europe
2025-07-25,20,55,87,15566,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Lenny Martinez,BAHRAIN VICTORIOUS,2003-07-11,FRA,France,Europe,BRN,Bahrain,Asia
2025-07-25,20,105,88,16106,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Jonas Rickaert,ALPECIN-DECEUNINCK,1994-02-07,BEL,Belgium,Europe,BEL,Belgium,Europe
2025-07-25,20,13,89,16106,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Tiesj Benoot,TEAM VISMA | LEASE A BIKE,1994-03-11,BEL,Belgium,Europe,NED,"Netherlands, Kingdom of the",Europe
2025-07-25,20,153,90,16106,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Clément Berthet,DECATHLON AG2R LA MONDIALE TEAM,1997-08-02,FRA,France,Europe,FRA,France,Europe
2025-07-25,20,51,91,16106,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Santiago Buitrago,BAHRAIN VICTORIOUS,1999-09-26,COL,Colombia,South America,BRN,Bahrain,Asia
2025-07-25,20,171,92,16106,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Harold Tejada,XDS ASTANA TEAM,1997-04-27,COL,Colombia,South America,KAZ,Kazakhstan,Asia
2025-07-25,20,96,93,16106,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Quentin Pacher,GROUPAMA-FDJ,1992-01-06,FRA,France,Europe,FRA,France,Europe
2025-07-25,20,12,94,16106,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Edoardo Affini,TEAM VISMA | LEASE A BIKE,1996-06-24,ITA,Italy,Europe,NED,"Netherlands, Kingdom of the",Europe
2025-07-25,20,61,95,16106,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Geraint Thomas,INEOS GRENADIERS,1986-05-25,GBR,United Kingdom of Great Britain and Northern Ireland,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,Europe
2025-07-25,20,14,96,16106,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Victor Campenaerts,TEAM VISMA | LEASE A BIKE,1991-10-28,BEL,Belgium,Europe,NED,"Netherlands, Kingdom of the",Europe
2025-07-25,20,44,97,16106,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Hugo Page,INTERMARCHÉ - WANTY,2001-07-24,FRA,France,Europe,BEL,Belgium,Europe
2025-07-25,20,97,98,16106,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Paul Penhoet,GROUPAMA-FDJ,2001-12-28,FRA,France,Europe,FRA,France,Europe
2025-07-25,20,16,99,16106,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Sepp Kuss,TEAM VISMA | LEASE A BIKE,1994-09-13,USA,United States of America,North America,NED,"Netherlands, Kingdom of the",Europe
2025-07-25,20,108,100,16106,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Emiel Verstrynge,ALPECIN-DECEUNINCK,2002-02-04,BEL,Belgium,Europe,BEL,Belgium,Europe
2025-07-25,20,157,101,16106,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Callum Scotson,DECATHLON AG2R LA MONDIALE TEAM,1996-08-10,AUS,Australia,Oceania,FRA,France,Europe
2025-07-25,20,8,102,16106,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Adam Yates,UAE TEAM EMIRATES XRG,1992-08-07,GBR,United Kingdom of Great Britain and Northern Ireland,Europe,UAE,United Arab Emirates,Asia
2025-07-25,20,58,103,16106,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Fred Wright,BAHRAIN VICTORIOUS,1999-06-13,GBR,United Kingdom of Great Britain and Northern Ireland,Europe,BRN,Bahrain,Asia
2025-07-25,20,37,104,16106,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Michael Valgren,EF EDUCATION - EASYPOST,1992-02-07,DEN,Denmark,Europe,USA,United States of America,North America
2025-07-25,20,112,105,16106,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Alberto Dainese,TUDOR PRO CYCLING TEAM,1998-03-25,ITA,Italy,Europe,SUI,Switzerland,Europe
2025-07-25,20,78,106,16106,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Aleksandr Vlasov,RED BULL - BORA - HANSGROHE,1996-04-23,,,,GER,Germany,Europe
2025-07-25,20,84,107,16106,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Quinn Simmons,LIDL-TREK,2001-05-08,USA,United States of America,North America,USA,United States of America,North America
2025-07-25,20,142,108,16106,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,William Barta,MOVISTAR TEAM,1996-01-04,USA,United States of America,North America,ESP,Spain,Europe
2025-07-25,20,74,109,16106,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Gianni Moscon,RED BULL - BORA - HANSGROHE,1994-04-20,ITA,Italy,Europe,GER,Germany,Europe
2025-07-25,20,224,110,16106,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Stian Edvardsen-Fredheim,UNO-X MOBILITY,2003-03-23,NOR,Norway,Europe,NOR,Norway,Europe
2025-07-25,20,41,111,16116,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Biniam Girmay,INTERMARCHÉ - WANTY,2000-04-02,ERI,Eritrea,Africa,BEL,Belgium,Europe
2025-07-25,20,223,112,16116,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Magnus Cort Nielsen,UNO-X MOBILITY,1993-01-16,DEN,Denmark,Europe,NOR,Norway,Europe
2025-07-25,20,144,113,16116,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Nelson Oliveira,MOVISTAR TEAM,1989-03-06,POR,Portugal,Europe,ESP,Spain,Europe
2025-07-25,20,188,114,16118,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Matteo Vercher,TOTALENERGIES,2001-01-26,FRA,France,Europe,FRA,France,Europe
2025-07-25,20,145,115,16118,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Ivan Garcia Cortina,MOVISTAR TEAM,1995-11-20,ESP,Spain,Europe,ESP,Spain,Europe
2025-07-25,20,147,116,16122,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Ivan Romeo Abad,MOVISTAR TEAM,2003-08-16,ESP,Spain,Europe,ESP,Spain,Europe
2025-07-25,20,143,117,16122,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Pablo Castrillo Zapater,MOVISTAR TEAM,2001-01-02,ESP,Spain,Europe,ESP,Spain,Europe
2025-07-25,20,83,118,16122,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Thibau Nys,LIDL-TREK,2002-11-12,BEL,Belgium,Europe,USA,United States of America,North America
2025-07-25,20,73,119,16238,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Jordi Meeus,RED BULL - BORA - HANSGROHE,1998-07-01,BEL,Belgium,Europe,GER,Germany,Europe
2025-07-25,20,174,120,16238,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Clément Champoussin,XDS ASTANA TEAM,1998-05-29,FRA,France,Europe,KAZ,Kazakhstan,Asia
2025-07-25,20,216,121,16498,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Eduardo Sepulveda,LOTTO,1991-06-13,ARG,Argentina,South America,BEL,Belgium,Europe
2025-07-25,20,5,122,16498,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Pavel Sivakov,UAE TEAM EMIRATES XRG,1997-07-11,FRA,France,Europe,UAE,United Arab Emirates,Asia
2025-07-25,20,46,123,16498,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Jonas Rutsch,INTERMARCHÉ - WANTY,1998-01-24,GER,Germany,Europe,BEL,Belgium,Europe
2025-07-25,20,45,124,16498,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Laurenz Rex,INTERMARCHÉ - WANTY,1999-12-15,BEL,Belgium,Europe,BEL,Belgium,Europe
2025-07-25,20,56,125,16498,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Matej Mohoric,BAHRAIN VICTORIOUS,1994-10-19,SLO,Slovenia,Europe,BRN,Bahrain,Asia
2025-07-25,20,126,126,16498,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Luke Plapp,TEAM JAYCO ALULA,2000-12-25,AUS,Australia,Oceania,AUS,Australia,Oceania
2025-07-25,20,53,127,16498,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Kamil Gradek,BAHRAIN VICTORIOUS,1990-09-17,POL,Poland,Europe,BRN,Bahrain,Asia
2025-07-25,20,57,128,16498,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Robert Stannard,BAHRAIN VICTORIOUS,1998-09-16,AUS,Australia,Oceania,BRN,Bahrain,Asia
2025-07-25,20,67,129,16498,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Connor Swift,INEOS GRENADIERS,1995-10-30,GBR,United Kingdom of Great Britain and Northern Ireland,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,Europe
2025-07-25,20,215,130,16498,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Sébastien Grignard,LOTTO,1999-04-29,BEL,Belgium,Europe,BEL,Belgium,Europe
2025-07-25,20,165,131,16498,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Alexis Renard,COFIDIS,1999-06-01,FRA,France,Europe,FRA,France,Europe
2025-07-25,20,102,132,16498,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Silvan Dillier,ALPECIN-DECEUNINCK,1990-08-03,SUI,Switzerland,Europe,BEL,Belgium,Europe
2025-07-25,20,127,133,16498,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Elmar Reinders,TEAM JAYCO ALULA,1992-03-14,NED,"Netherlands, Kingdom of the",Europe,AUS,Australia,Oceania
2025-07-25,20,123,134,16498,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Luke Durbridge,TEAM JAYCO ALULA,1991-04-09,AUS,Australia,Oceania,AUS,Australia,Oceania
2025-07-25,20,132,135,16498,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Amaury Capiot,ARKEA-B&B HOTELS,1993-06-25,BEL,Belgium,Europe,FRA,France,Europe
2025-07-25,20,124,136,16498,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Dylan Groenewegen,TEAM JAYCO ALULA,1993-06-21,NED,"Netherlands, Kingdom of the",Europe,AUS,Australia,Oceania
2025-07-25,20,27,137,16498,0,0,Le Bourg d'Oisans,FRA,France,Europe,Alpe d'Huez,FRA,France,Europe,171,mountain,Bert Van Lerberghe,SOUDAL QUICK-STEP,1992-09-29,BEL,Belgium,Europe,BEL,Belgium,Europe
